year,state,state_po,county,FIPS,candidate,party,candidatevotes,totalvotes,percent_votes
2008,Alabama,AL,Calhoun,1015,John McCain,republican,32348.0,49242,0.6569188903781324
2008,Alabama,AL,Calhoun,1015,Other,,560.0,49242,0.011372405669956542
2008,Alabama,AL,Chambers,1017,Barack Obama,democrat,6799.0,14956,0.4546001604707141
2008,Alabama,AL,Chambers,1017,John McCain,republican,8067.0,14956,0.5393821877507355
2008,Alabama,AL,Chambers,1017,Other,,90.0,14956,0.006017651778550415
2008,Alabama,AL,Cherokee,1019,Barack Obama,democrat,2306.0,9745,0.2366341713699333
2008,Alabama,AL,Cherokee,1019,John McCain,republican,7298.0,9745,0.748896870189841
2008,Alabama,AL,Cherokee,1019,Other,,141.0,9745,0.014468958440225757
2008,Alabama,AL,Chilton,1021,Barack Obama,democrat,3674.0,17785,0.20657857745290975
2008,Alabama,AL,Chilton,1021,John McCain,republican,13960.0,17785,0.7849311217317965
2008,Alabama,AL,Chilton,1021,Other,,151.0,17785,0.008490300815293787
2008,Alabama,AL,Choctaw,1023,Barack Obama,democrat,3636.0,7894,0.46060298961236384
2008,Alabama,AL,Choctaw,1023,John McCain,republican,4223.0,7894,0.5349632632379022
2008,Alabama,AL,Choctaw,1023,Other,,35.0,7894,0.004433747149733975
2008,Alabama,AL,Clarke,1025,Barack Obama,democrat,5914.0,13435,0.44019352437662823
2008,Alabama,AL,Clarke,1025,John McCain,republican,7466.0,13435,0.5557126907331597
2008,Alabama,AL,Clarke,1025,Other,,55.0,13435,0.004093784890212133
2008,Alabama,AL,Clay,1027,Barack Obama,democrat,1760.0,6819,0.25810236105000733
2008,Alabama,AL,Clay,1027,John McCain,republican,4984.0,6819,0.7308989587916117
2008,Alabama,AL,Clay,1027,Other,,75.0,6819,0.010998680158380994
2008,Alabama,AL,Cleburne,1029,Barack Obama,democrat,1168.0,6492,0.17991373998767715
2008,Alabama,AL,Cleburne,1029,John McCain,republican,5216.0,6492,0.8034504004929144
2008,Alabama,AL,Cleburne,1029,Other,,108.0,6492,0.0166358595194085
2008,Alabama,AL,Coffee,1031,Barack Obama,democrat,5079.0,20128,0.25233505564387915
2008,Alabama,AL,Coffee,1031,John McCain,republican,14919.0,20128,0.7412062798092209
2008,Alabama,AL,Coffee,1031,Other,,130.0,20128,0.006458664546899841
2008,Alabama,AL,Colbert,1033,Barack Obama,democrat,9703.0,24843,0.39057279716620374
2008,Alabama,AL,Colbert,1033,John McCain,republican,14739.0,24843,0.5932858350440768
2008,Alabama,AL,Colbert,1033,Other,,401.0,24843,0.01614136778971944
2008,Alabama,AL,Conecuh,1035,Barack Obama,democrat,3429.0,6943,0.49387872677516925
2008,Alabama,AL,Conecuh,1035,John McCain,republican,3470.0,6943,0.49978395506265305
2008,Alabama,AL,Conecuh,1035,Other,,44.0,6943,0.006337318162177733
2008,Alabama,AL,Coosa,1037,Barack Obama,democrat,2273.0,5563,0.408592486068668
2008,Alabama,AL,Coosa,1037,John McCain,republican,3248.0,5563,0.5838576307747618
2008,Alabama,AL,Coosa,1037,Other,,42.0,5563,0.007549883156570196
2008,Alabama,AL,Covington,1039,Barack Obama,democrat,3240.0,15787,0.20523215303730918
2008,Alabama,AL,Covington,1039,John McCain,republican,12444.0,15787,0.7882434914803319
2008,Alabama,AL,Covington,1039,Other,,103.0,15787,0.006524355482358903
2008,Alabama,AL,Crenshaw,1041,Barack Obama,democrat,1938.0,6291,0.30805913209346686
2008,Alabama,AL,Crenshaw,1041,John McCain,republican,4319.0,6291,0.6865363217294548
2008,Alabama,AL,Crenshaw,1041,Other,,34.0,6291,0.0054045461770783655
2008,Alabama,AL,Cullman,1043,Barack Obama,democrat,5864.0,35305,0.16609545390171362
2008,Alabama,AL,Cullman,1043,John McCain,republican,28896.0,35305,0.8184676391445971
2008,Alabama,AL,Cullman,1043,Other,,545.0,35305,0.015436906953689279
2008,Alabama,AL,Dale,1045,Barack Obama,democrat,5270.0,19320,0.2727743271221532
2008,Alabama,AL,Dale,1045,John McCain,republican,13886.0,19320,0.7187370600414079
2008,Alabama,AL,Dale,1045,Other,,164.0,19320,0.008488612836438923
2008,Alabama,AL,Dallas,1047,Barack Obama,democrat,13986.0,20852,0.6707270285823902
2008,Alabama,AL,Dallas,1047,John McCain,republican,6798.0,20852,0.3260118933435642
2008,Alabama,AL,Dallas,1047,Other,,68.0,20852,0.003261078074045655
2008,Alabama,AL,DeKalb,1049,Barack Obama,democrat,5658.0,24015,0.23560274828232355
2008,Alabama,AL,DeKalb,1049,John McCain,republican,17957.0,24015,0.7477409952113263
2008,Alabama,AL,DeKalb,1049,Other,,400.0,24015,0.0166562565063502
2008,Alabama,AL,Elmore,1051,Barack Obama,democrat,8301.0,34315,0.2419058720676089
2008,Alabama,AL,Elmore,1051,John McCain,republican,25777.0,34315,0.7511875273204138
2008,Alabama,AL,Elmore,1051,Other,,237.0,34315,0.00690660061197727
2008,Alabama,AL,Escambia,1053,Barack Obama,democrat,5188.0,14674,0.35355049747853345
2008,Alabama,AL,Escambia,1053,John McCain,republican,9375.0,14674,0.6388851029030939
2008,Alabama,AL,Escambia,1053,Other,,111.0,14674,0.007564399618372632
2008,Alabama,AL,Etowah,1055,Barack Obama,democrat,13497.0,44737,0.3016965822473568
2008,Alabama,AL,Etowah,1055,John McCain,republican,30595.0,44737,0.6838858215794532
2008,Alabama,AL,Etowah,1055,Other,,645.0,44737,0.014417596173189978
2008,Alabama,AL,Fayette,1057,Barack Obama,democrat,1994.0,7957,0.25059695865275855
2008,Alabama,AL,Fayette,1057,John McCain,republican,5883.0,7957,0.7393490008797285
2008,Alabama,AL,Fayette,1057,Other,,80.0,7957,0.010054040467512881
2008,Alabama,AL,Franklin,1059,Barack Obama,democrat,3469.0,11693,0.29667322329598905
2008,Alabama,AL,Franklin,1059,John McCain,republican,8048.0,11693,0.6882750363465321
2008,Alabama,AL,Franklin,1059,Other,,176.0,11693,0.015051740357478834
2008,Alabama,AL,Geneva,1061,Barack Obama,democrat,2134.0,11657,0.18306596894569788
2008,Alabama,AL,Geneva,1061,John McCain,republican,9417.0,11657,0.807840782362529
2008,Alabama,AL,Geneva,1061,Other,,106.0,11657,0.009093248691773184
2008,Alabama,AL,Greene,1063,Barack Obama,democrat,4408.0,5305,0.830914231856739
2008,Alabama,AL,Greene,1063,John McCain,republican,876.0,5305,0.1651272384542884
2008,Alabama,AL,Greene,1063,Other,,21.0,5305,0.003958529688972668
2008,Alabama,AL,Hale,1065,Barack Obama,democrat,4982.0,8214,0.6065254443632822
2008,Alabama,AL,Hale,1065,John McCain,republican,3200.0,8214,0.38957876795714635
2008,Alabama,AL,Hale,1065,Other,,32.0,8214,0.0038957876795714633
2008,Alabama,AL,Henry,1067,Barack Obama,democrat,3018.0,8648,0.3489824236817761
2008,Alabama,AL,Henry,1067,John McCain,republican,5585.0,8648,0.6458140610545791
2008,Alabama,AL,Henry,1067,Other,,45.0,8648,0.005203515263644773
2008,Alabama,AL,Houston,1069,Barack Obama,democrat,12225.0,41735,0.292919611836588
2008,Alabama,AL,Houston,1069,John McCain,republican,29254.0,41735,0.700946447825566
2008,Alabama,AL,Houston,1069,Other,,256.0,41735,0.006133940337845933
2008,Alabama,AL,Jackson,1071,Barack Obama,democrat,6374.0,20874,0.3053559451949794
2008,Alabama,AL,Jackson,1071,John McCain,republican,14083.0,20874,0.674667049918559
2008,Alabama,AL,Jackson,1071,Other,,417.0,20874,0.019977004886461626
2008,Alabama,AL,Jefferson,1073,Barack Obama,democrat,166121.0,318524,0.5215336991875024
2008,Alabama,AL,Jefferson,1073,John McCain,republican,149921.0,318524,0.47067410932928133
2008,Alabama,AL,Jefferson,1073,Other,,2482.0,318524,0.007792191483216335
2008,Alabama,AL,Lamar,1075,Barack Obama,democrat,1614.0,7075,0.22812720848056536
2008,Alabama,AL,Lamar,1075,John McCain,republican,5419.0,7075,0.7659363957597173
2008,Alabama,AL,Lamar,1075,Other,,42.0,7075,0.005936395759717315
2008,Alabama,AL,Lauderdale,1077,Barack Obama,democrat,13329.0,38104,0.34980579466722656
2008,Alabama,AL,Lauderdale,1077,John McCain,republican,24068.0,38104,0.6316397228637414
2008,Alabama,AL,Lauderdale,1077,Other,,707.0,38104,0.018554482469032123
2008,Alabama,AL,Lawrence,1079,Barack Obama,democrat,5164.0,14680,0.3517711171662125
2008,Alabama,AL,Lawrence,1079,John McCain,republican,9277.0,14680,0.6319482288828338
2008,Alabama,AL,Lawrence,1079,Other,,239.0,14680,0.01628065395095368
2008,Alabama,AL,Lee,1081,Barack Obama,democrat,21498.0,54325,0.3957294063506673
2008,Alabama,AL,Lee,1081,John McCain,republican,32230.0,54325,0.5932811780947999
2008,Alabama,AL,Lee,1081,Other,,597.0,54325,0.010989415554532905
2008,Alabama,AL,Limestone,1083,Barack Obama,democrat,9536.0,33551,0.28422401716789364
2008,Alabama,AL,Limestone,1083,John McCain,republican,23598.0,33551,0.7033471431551965
2008,Alabama,AL,Limestone,1083,Other,,417.0,33551,0.012428839676909779
2008,Alabama,AL,Lowndes,1085,Barack Obama,democrat,5449.0,7278,0.7486946963451497
2008,Alabama,AL,Lowndes,1085,John McCain,republican,1809.0,7278,0.2485572959604287
2008,Alabama,AL,Lowndes,1085,Other,,20.0,7278,0.0027480076944215444
2008,Alabama,AL,Macon,1087,Barack Obama,democrat,9450.0,10877,0.8688057368759768
2008,Alabama,AL,Macon,1087,John McCain,republican,1396.0,10877,0.12834421255860992
2008,Alabama,AL,Macon,1087,Other,,31.0,10877,0.0028500505654132573
2008,Alabama,AL,Madison,1089,Barack Obama,democrat,64117.0,152899,0.41934218013198254
2008,Alabama,AL,Madison,1089,John McCain,republican,86965.0,152899,0.5687741581043696
2008,Alabama,AL,Madison,1089,Other,,1817.0,152899,0.011883661763647899
2008,Alabama,AL,Marengo,1091,Barack Obama,democrat,5926.0,11471,0.5166070961555226
2008,Alabama,AL,Marengo,1091,John McCain,republican,5516.0,11471,0.480864789469096
2008,Alabama,AL,Marengo,1091,Other,,29.0,11471,0.0025281143753813967
2008,Alabama,AL,Marion,1093,Barack Obama,democrat,2600.0,12355,0.2104411169566977
2008,Alabama,AL,Marion,1093,John McCain,republican,9536.0,12355,0.7718332658842574
2008,Alabama,AL,Marion,1093,Other,,219.0,12355,0.017725617159044922
2008,Alabama,AL,Marshall,1095,Barack Obama,democrat,7038.0,33166,0.21220527045769763
2008,Alabama,AL,Marshall,1095,John McCain,republican,25727.0,33166,0.7757040342519448
2008,Alabama,AL,Marshall,1095,Other,,401.0,33166,0.012090695290357596
2008,Alabama,AL,Mobile,1097,Barack Obama,democrat,82181.0,181424,0.4529775553399771
2008,Alabama,AL,Mobile,1097,John McCain,republican,98049.0,181424,0.5404411764705882
2008,Alabama,AL,Mobile,1097,Other,,1194.0,181424,0.006581268189434694
2008,Alabama,AL,Monroe,1099,Barack Obama,democrat,5025.0,11252,0.4465872733736225
2008,Alabama,AL,Monroe,1099,John McCain,republican,6175.0,11252,0.5487913259864913
2008,Alabama,AL,Monroe,1099,Other,,52.0,11252,0.004621400639886242
2008,Alabama,AL,Montgomery,1101,Barack Obama,democrat,62166.0,104743,0.5935098288191096
2008,Alabama,AL,Montgomery,1101,John McCain,republican,42031.0,104743,0.40127741233304376
2008,Alabama,AL,Montgomery,1101,Other,,546.0,104743,0.0052127588478466345
2008,Alabama,AL,Morgan,1103,Barack Obama,democrat,13895.0,50542,0.2749198686241146
2008,Alabama,AL,Morgan,1103,John McCain,republican,36014.0,50542,0.7125558941078707
2008,Alabama,AL,Morgan,1103,Other,,633.0,50542,0.01252423726801472
2008,Alabama,AL,Perry,1105,Barack Obama,democrat,4457.0,6159,0.7236564377333983
2008,Alabama,AL,Perry,1105,John McCain,republican,1679.0,6159,0.27260918980353954
2008,Alabama,AL,Perry,1105,Other,,23.0,6159,0.0037343724630621855
2008,Alabama,AL,Pickens,1107,Barack Obama,democrat,4594.0,10067,0.4563425052150591
2008,Alabama,AL,Pickens,1107,John McCain,republican,5434.0,10067,0.53978345087911
2008,Alabama,AL,Pickens,1107,Other,,39.0,10067,0.0038740439058309326
2008,Alabama,AL,Pike,1109,Barack Obama,democrat,5879.0,13955,0.42128269437477606
2008,Alabama,AL,Pike,1109,John McCain,republican,8004.0,13955,0.5735578645646722
2008,Alabama,AL,Pike,1109,Other,,72.0,13955,0.0051594410605517735
2008,Alabama,AL,Randolph,1111,Barack Obama,democrat,3064.0,10384,0.2950693374422188
2008,Alabama,AL,Randolph,1111,John McCain,republican,7175.0,10384,0.6909668721109399
2008,Alabama,AL,Randolph,1111,Other,,145.0,10384,0.013963790446841295
2008,Alabama,AL,Russell,1113,Barack Obama,democrat,10085.0,18915,0.5331747290510177
2008,Alabama,AL,Russell,1113,John McCain,republican,8705.0,18915,0.4602167591858313
2008,Alabama,AL,Russell,1113,Other,,125.0,18915,0.006608511763150938
2008,Alabama,AL,St. Clair,1115,Barack Obama,democrat,6091.0,34088,0.17868458108425253
2008,Alabama,AL,St. Clair,1115,John McCain,republican,27649.0,34088,0.811106547758742
2008,Alabama,AL,St. Clair,1115,Other,,348.0,34088,0.010208871157005398
2008,Alabama,AL,Shelby,1117,Barack Obama,democrat,20625.0,90643,0.22754101254371545
2008,Alabama,AL,Shelby,1117,John McCain,republican,69060.0,90643,0.7618900521827389
2008,Alabama,AL,Shelby,1117,Other,,958.0,90643,0.010568935273545669
2008,Alabama,AL,Sumter,1119,Barack Obama,democrat,5264.0,7020,0.7498575498575498
2008,Alabama,AL,Sumter,1119,John McCain,republican,1731.0,7020,0.2465811965811966
2008,Alabama,AL,Sumter,1119,Other,,25.0,7020,0.0035612535612535613
2008,Alabama,AL,Talladega,1121,Barack Obama,democrat,13779.0,34204,0.40284762016138465
2008,Alabama,AL,Talladega,1121,John McCain,republican,20112.0,34204,0.588001403344638
2008,Alabama,AL,Talladega,1121,Other,,313.0,34204,0.009150976493977312
2008,Alabama,AL,Tallapoosa,1123,Barack Obama,democrat,6063.0,19311,0.31396613329190615
2008,Alabama,AL,Tallapoosa,1123,John McCain,republican,13116.0,19311,0.6791983843405313
2008,Alabama,AL,Tallapoosa,1123,Other,,132.0,19311,0.006835482367562529
2008,Alabama,AL,Tuscaloosa,1125,Barack Obama,democrat,32796.0,78912,0.4156021897810219
2008,Alabama,AL,Tuscaloosa,1125,John McCain,republican,45405.0,78912,0.5753877737226277
2008,Alabama,AL,Tuscaloosa,1125,Other,,711.0,78912,0.009010036496350364
2008,Alabama,AL,Walker,1127,Barack Obama,democrat,7420.0,28652,0.2589697054306855
2008,Alabama,AL,Walker,1127,John McCain,republican,20722.0,28652,0.7232304900181489
2008,Alabama,AL,Walker,1127,Other,,510.0,28652,0.017799804551165713
2008,Alabama,AL,Washington,1129,Barack Obama,democrat,3067.0,8775,0.34951566951566954
2008,Alabama,AL,Washington,1129,John McCain,republican,5654.0,8775,0.6443304843304843
2008,Alabama,AL,Washington,1129,Other,,54.0,8775,0.006153846153846154
2008,Alabama,AL,Wilcox,1131,Barack Obama,democrat,4612.0,6494,0.7101940252540807
2008,Alabama,AL,Wilcox,1131,John McCain,republican,1868.0,6494,0.2876501385894672
2008,Alabama,AL,Wilcox,1131,Other,,14.0,6494,0.0021558361564521095
2008,Alabama,AL,Winston,1133,Barack Obama,democrat,1757.0,10031,0.17515701325889743
2008,Alabama,AL,Winston,1133,John McCain,republican,8103.0,10031,0.8077958329179543
2008,Alabama,AL,Winston,1133,Other,,171.0,10031,0.01704715382314824
2008,Arizona,AZ,Apache,4001,Barack Obama,democrat,15390.0,24262,0.6343252823345149
2008,Arizona,AZ,Apache,4001,John McCain,republican,8551.0,24262,0.35244415134778667
2008,Arizona,AZ,Apache,4001,Other,,321.0,24262,0.013230566317698459
2008,Arizona,AZ,Cochise,4003,Barack Obama,democrat,18943.0,48820,0.38801720606308887
2008,Arizona,AZ,Cochise,4003,John McCain,republican,29026.0,48820,0.5945514133551824
2008,Arizona,AZ,Cochise,4003,Other,,851.0,48820,0.0174313805817288
2008,Arizona,AZ,Coconino,4005,Barack Obama,democrat,31433.0,54344,0.5784079199175622
2008,Arizona,AZ,Coconino,4005,John McCain,republican,22186.0,54344,0.408251140880318
2008,Arizona,AZ,Coconino,4005,Other,,725.0,54344,0.013340939202119829
2008,Arizona,AZ,Gila,4007,Barack Obama,democrat,7884.0,22333,0.3530201943312587
2008,Arizona,AZ,Gila,4007,John McCain,republican,14095.0,22333,0.631128822818251
2008,Arizona,AZ,Gila,4007,Other,,354.0,22333,0.015850982850490306
2008,Arizona,AZ,Graham,4009,Barack Obama,democrat,3487.0,12007,0.290413925210294
2008,Arizona,AZ,Graham,4009,John McCain,republican,8376.0,12007,0.6975930707087532
2008,Arizona,AZ,Graham,4009,Other,,144.0,12007,0.011993004080952777
2008,Arizona,AZ,Greenlee,4011,Barack Obama,democrat,1165.0,2913,0.3999313422588397
2008,Arizona,AZ,Greenlee,4011,John McCain,republican,1712.0,2913,0.5877102643323034
2008,Arizona,AZ,Greenlee,4011,Other,,36.0,2913,0.012358393408856848
2008,Arizona,AZ,La Paz,4012,Barack Obama,democrat,1929.0,5552,0.3474423631123919
2008,Arizona,AZ,La Paz,4012,John McCain,republican,3509.0,5552,0.6320244956772334
2008,Arizona,AZ,La Paz,4012,Other,,114.0,5552,0.02053314121037464
2008,Arizona,AZ,Maricopa,4013,Barack Obama,democrat,602166.0,1364962,0.4411595341115723
2008,Arizona,AZ,Maricopa,4013,John McCain,republican,746448.0,1364962,0.5468635756892866
2008,Arizona,AZ,Maricopa,4013,Other,,16348.0,1364962,0.011976890199141076
2008,Arizona,AZ,Mohave,4015,Barack Obama,democrat,22092.0,67605,0.32678056356778346
2008,Arizona,AZ,Mohave,4015,John McCain,republican,44333.0,67605,0.6557651061312033
2008,Arizona,AZ,Mohave,4015,Other,,1180.0,67605,0.01745433030101324
2008,Arizona,AZ,Navajo,4017,Barack Obama,democrat,15579.0,35800,0.4351675977653631
2008,Arizona,AZ,Navajo,4017,John McCain,republican,19761.0,35800,0.5519832402234637
2008,Arizona,AZ,Navajo,4017,Other,,460.0,35800,0.012849162011173185
2008,Arizona,AZ,Pima,4019,Barack Obama,democrat,206254.0,393428,0.5242484012322458
2008,Arizona,AZ,Pima,4019,John McCain,republican,182406.0,393428,0.4636324816739022
2008,Arizona,AZ,Pima,4019,Other,,4768.0,393428,0.012119117093851987
2008,Arizona,AZ,Pinal,4021,Barack Obama,democrat,44254.0,104883,0.4219368248429202
2008,Arizona,AZ,Pinal,4021,John McCain,republican,59421.0,104883,0.5665455793598582
2008,Arizona,AZ,Pinal,4021,Other,,1208.0,104883,0.011517595797221666
2008,Arizona,AZ,Santa Cruz,4023,Barack Obama,democrat,8683.0,13303,0.6527099150567541
2008,Arizona,AZ,Santa Cruz,4023,John McCain,republican,4518.0,13303,0.33962264150943394
2008,Arizona,AZ,Santa Cruz,4023,Other,,102.0,13303,0.0076674434338119225
2008,Arizona,AZ,Yavapai,4025,Barack Obama,democrat,36889.0,99648,0.370193079640334
2008,Arizona,AZ,Yavapai,4025,John McCain,republican,61192.0,99648,0.6140815671162492
2008,Arizona,AZ,Yavapai,4025,Other,,1567.0,99648,0.015725353243416826
2008,Arizona,AZ,Yuma,4027,Barack Obama,democrat,18559.0,43615,0.4255187435515304
2008,Arizona,AZ,Yuma,4027,John McCain,republican,24577.0,43615,0.5634987962856816
2008,Arizona,AZ,Yuma,4027,Other,,479.0,43615,0.010982460162788032
2008,Arkansas,AR,Arkansas,5001,Barack Obama,democrat,2619.0,6978,0.3753224419604471
2008,Arkansas,AR,Arkansas,5001,John McCain,republican,4185.0,6978,0.5997420464316423
2008,Arkansas,AR,Arkansas,5001,Other,,174.0,6978,0.024935511607910577
2008,Arkansas,AR,Ashley,5003,Barack Obama,democrat,2976.0,8642,0.34436473038648463
2008,Arkansas,AR,Ashley,5003,John McCain,republican,5406.0,8642,0.6255496412867392
2008,Arkansas,AR,Ashley,5003,Other,,260.0,8642,0.03008562832677621
2008,Arkansas,AR,Baxter,5005,Barack Obama,democrat,6539.0,19981,0.3272608978529603
2008,Arkansas,AR,Baxter,5005,John McCain,republican,12852.0,19981,0.6432110504979731
2008,Arkansas,AR,Baxter,5005,Other,,590.0,19981,0.029528051649066613
2008,Arkansas,AR,Benton,5007,Barack Obama,democrat,23331.0,76073,0.30669225612240875
2008,Arkansas,AR,Benton,5007,John McCain,republican,51124.0,76073,0.6720386996700538
2008,Arkansas,AR,Benton,5007,Other,,1618.0,76073,0.0212690442075375
2008,Arkansas,AR,Boone,5009,Barack Obama,democrat,4435.0,15474,0.28660979707897116
2008,Arkansas,AR,Boone,5009,John McCain,republican,10575.0,15474,0.6834044203179527
2008,Arkansas,AR,Boone,5009,Other,,464.0,15474,0.029985782603076126
2008,Arkansas,AR,Bradley,5011,Barack Obama,democrat,1680.0,4041,0.41573867854491464
2008,Arkansas,AR,Bradley,5011,John McCain,republican,2262.0,4041,0.5597624350408315
2008,Arkansas,AR,Bradley,5011,Other,,99.0,4041,0.024498886414253896
2008,Arkansas,AR,Calhoun,5013,Barack Obama,democrat,691.0,2217,0.3116824537663509
2008,Arkansas,AR,Calhoun,5013,John McCain,republican,1462.0,2217,0.6594497068110059
2008,Arkansas,AR,Calhoun,5013,Other,,64.0,2217,0.02886783942264321
2008,Arkansas,AR,Carroll,5015,Barack Obama,democrat,4172.0,10579,0.39436619718309857
2008,Arkansas,AR,Carroll,5015,John McCain,republican,6083.0,10579,0.5750070895169676
2008,Arkansas,AR,Carroll,5015,Other,,324.0,10579,0.03062671329993383
2008,Arkansas,AR,Chicot,5017,Barack Obama,democrat,3043.0,5208,0.5842933947772657
2008,Arkansas,AR,Chicot,5017,John McCain,republican,2119.0,5208,0.4068740399385561
2008,Arkansas,AR,Chicot,5017,Other,,46.0,5208,0.008832565284178187
2008,Arkansas,AR,Clark,5019,Barack Obama,democrat,4267.0,9094,0.46921046844073017
2008,Arkansas,AR,Clark,5019,John McCain,republican,4608.0,9094,0.5067077193754124
2008,Arkansas,AR,Clark,5019,Other,,219.0,9094,0.02408181218385749
2008,Arkansas,AR,Clay,5021,Barack Obama,democrat,2244.0,5511,0.40718562874251496
2008,Arkansas,AR,Clay,5021,John McCain,republican,3032.0,5511,0.5501723825077118
2008,Arkansas,AR,Clay,5021,Other,,235.0,5511,0.04264198874977318
2008,Arkansas,AR,Cleburne,5023,Barack Obama,democrat,2951.0,11338,0.26027518080790263
2008,Arkansas,AR,Cleburne,5023,John McCain,republican,7962.0,11338,0.7022402540130535
2008,Arkansas,AR,Cleburne,5023,Other,,425.0,11338,0.03748456517904392
2008,Arkansas,AR,Cleveland,5025,Barack Obama,democrat,911.0,3505,0.2599144079885877
2008,Arkansas,AR,Cleveland,5025,John McCain,republican,2451.0,3505,0.6992867332382311
2008,Arkansas,AR,Cleveland,5025,Other,,143.0,3505,0.04079885877318117
2008,Arkansas,AR,Columbia,5027,Barack Obama,democrat,3554.0,9558,0.3718351119481063
2008,Arkansas,AR,Columbia,5027,John McCain,republican,5861.0,9558,0.6132035990793053
2008,Arkansas,AR,Columbia,5027,Other,,143.0,9558,0.014961288972588407
2008,Arkansas,AR,Conway,5029,Barack Obama,democrat,3149.0,8138,0.3869501105922831
2008,Arkansas,AR,Conway,5029,John McCain,republican,4691.0,8138,0.5764315556647825
2008,Arkansas,AR,Conway,5029,Other,,298.0,8138,0.036618333742934384
2008,Arkansas,AR,Craighead,5031,Barack Obama,democrat,11294.0,30968,0.3646990441746319
2008,Arkansas,AR,Craighead,5031,John McCain,republican,18881.0,30968,0.6096938775510204
2008,Arkansas,AR,Craighead,5031,Other,,793.0,30968,0.025607078274347713
2008,Arkansas,AR,Crawford,5033,Barack Obama,democrat,5238.0,20532,0.25511396843950906
2008,Arkansas,AR,Crawford,5033,John McCain,republican,14688.0,20532,0.7153711279953243
2008,Arkansas,AR,Crawford,5033,Other,,606.0,20532,0.02951490356516657
2008,Arkansas,AR,Crittenden,5035,Barack Obama,democrat,10330.0,18255,0.5658723637359627
2008,Arkansas,AR,Crittenden,5035,John McCain,republican,7650.0,18255,0.419063270336894
2008,Arkansas,AR,Crittenden,5035,Other,,275.0,18255,0.015064365927143249
2008,Arkansas,AR,Cross,5037,Barack Obama,democrat,2580.0,7130,0.36185133239831696
2008,Arkansas,AR,Cross,5037,John McCain,republican,4393.0,7130,0.6161290322580645
2008,Arkansas,AR,Cross,5037,Other,,157.0,7130,0.022019635343618515
2008,Arkansas,AR,Dallas,5039,Barack Obama,democrat,1471.0,3318,0.44333936106088007
2008,Arkansas,AR,Dallas,5039,John McCain,republican,1757.0,3318,0.5295358649789029
2008,Arkansas,AR,Dallas,5039,Other,,90.0,3318,0.027124773960216998
2008,Arkansas,AR,Desha,5041,Barack Obama,democrat,2569.0,4678,0.5491663103890552
2008,Arkansas,AR,Desha,5041,John McCain,republican,1999.0,4678,0.4273193672509619
2008,Arkansas,AR,Desha,5041,Other,,110.0,4678,0.0235143223599829
2008,Arkansas,AR,Drew,5043,Barack Obama,democrat,2598.0,6610,0.3930408472012103
2008,Arkansas,AR,Drew,5043,John McCain,republican,3860.0,6610,0.583963691376702
2008,Arkansas,AR,Drew,5043,Other,,152.0,6610,0.022995461422087745
2008,Arkansas,AR,Faulkner,5045,Barack Obama,democrat,14955.0,41179,0.36317054809490273
2008,Arkansas,AR,Faulkner,5045,John McCain,republican,25362.0,41179,0.6158964520750868
2008,Arkansas,AR,Faulkner,5045,Other,,862.0,41179,0.020932999830010443
2008,Arkansas,AR,Franklin,5047,Barack Obama,democrat,1869.0,6475,0.28864864864864864
2008,Arkansas,AR,Franklin,5047,John McCain,republican,4411.0,6475,0.6812355212355212
2008,Arkansas,AR,Franklin,5047,Other,,195.0,6475,0.030115830115830116
