year,state,state_po,county,FIPS,candidate,party,candidatevotes,totalvotes,percent_votes
2000,Alabama,AL,Covington,1039,Al Gore,democrat,4440.0,13613,0.3261588187761698
2000,Alabama,AL,Covington,1039,George W. Bush,republican,8961.0,13613,0.6582678322192023
2000,Alabama,AL,Covington,1039,Ralph Nader,green,123.0,13613,0.009035480790420922
2000,Alabama,AL,Covington,1039,Other,,89.0,13613,0.006537868214207008
2000,Alabama,AL,Crenshaw,1041,Al Gore,democrat,1934.0,4795,0.4033368091762252
2000,Alabama,AL,Crenshaw,1041,George W. Bush,republican,2793.0,4795,0.5824817518248175
2000,Alabama,AL,Crenshaw,1041,Ralph Nader,green,40.0,4795,0.008342022940563087
2000,Alabama,AL,Crenshaw,1041,Other,,28.0,4795,0.00583941605839416
2000,Alabama,AL,Cullman,1043,Al Gore,democrat,9758.0,29525,0.3304995766299746
2000,Alabama,AL,Cullman,1043,George W. Bush,republican,19157.0,29525,0.648839966130398
2000,Alabama,AL,Cullman,1043,Ralph Nader,green,282.0,29525,0.009551227773073667
2000,Alabama,AL,Cullman,1043,Other,,328.0,29525,0.011109229466553768
2000,Alabama,AL,Dale,1045,Al Gore,democrat,4906.0,15806,0.3103884600784512
2000,Alabama,AL,Dale,1045,George W. Bush,republican,10593.0,15806,0.6701885359989878
2000,Alabama,AL,Dale,1045,Ralph Nader,green,188.0,15806,0.01189421738580286
2000,Alabama,AL,Dale,1045,Other,,119.0,15806,0.007528786536758193
2000,Alabama,AL,Dallas,1047,Al Gore,democrat,10967.0,18464,0.5939666377816292
2000,Alabama,AL,Dallas,1047,George W. Bush,republican,7360.0,18464,0.3986135181975737
2000,Alabama,AL,Dallas,1047,Ralph Nader,green,63.0,18464,0.0034120450606585787
2000,Alabama,AL,Dallas,1047,Other,,74.0,18464,0.004007798960138648
2000,Alabama,AL,DeKalb,1049,Al Gore,democrat,7056.0,20285,0.3478432339166872
2000,Alabama,AL,DeKalb,1049,George W. Bush,republican,12827.0,20285,0.6323391668720729
2000,Alabama,AL,DeKalb,1049,Ralph Nader,green,175.0,20285,0.00862706433325117
2000,Alabama,AL,DeKalb,1049,Other,,227.0,20285,0.011190534877988661
2000,Alabama,AL,Elmore,1051,Al Gore,democrat,6652.0,23804,0.2794488321290539
2000,Alabama,AL,Elmore,1051,George W. Bush,republican,16777.0,23804,0.7047975130230213
2000,Alabama,AL,Elmore,1051,Ralph Nader,green,212.0,23804,0.008906066207360107
2000,Alabama,AL,Elmore,1051,Other,,163.0,23804,0.006847588640564611
2000,Alabama,AL,Escambia,1053,Al Gore,democrat,4523.0,11660,0.3879073756432247
2000,Alabama,AL,Escambia,1053,George W. Bush,republican,6975.0,11660,0.5981989708404802
2000,Alabama,AL,Escambia,1053,Ralph Nader,green,78.0,11660,0.006689536878216123
2000,Alabama,AL,Escambia,1053,Other,,84.0,11660,0.007204116638078902
2000,Alabama,AL,Etowah,1055,Al Gore,democrat,17433.0,39348,0.4430466605672461
2000,Alabama,AL,Etowah,1055,George W. Bush,republican,21087.0,39348,0.5359103385178408
2000,Alabama,AL,Etowah,1055,Ralph Nader,green,435.0,39348,0.011055199756023178
2000,Alabama,AL,Etowah,1055,Other,,393.0,39348,0.009987801158889906
2000,Alabama,AL,Fayette,1057,Al Gore,democrat,3064.0,7808,0.39241803278688525
2000,Alabama,AL,Fayette,1057,George W. Bush,republican,4582.0,7808,0.5868340163934426
2000,Alabama,AL,Fayette,1057,Ralph Nader,green,60.0,7808,0.007684426229508197
2000,Alabama,AL,Fayette,1057,Other,,102.0,7808,0.013063524590163935
2000,Alabama,AL,Franklin,1059,Al Gore,democrat,4793.0,11103,0.43168513014500587
2000,Alabama,AL,Franklin,1059,George W. Bush,republican,6119.0,11103,0.551112311987751
2000,Alabama,AL,Franklin,1059,Ralph Nader,green,72.0,11103,0.006484733855714671
2000,Alabama,AL,Franklin,1059,Other,,119.0,11103,0.010717824011528416
2000,Alabama,AL,Geneva,1061,Al Gore,democrat,2769.0,9559,0.28967465216026783
2000,Alabama,AL,Geneva,1061,George W. Bush,republican,6588.0,9559,0.6891934302751334
2000,Alabama,AL,Geneva,1061,Ralph Nader,green,97.0,9559,0.010147504969139031
2000,Alabama,AL,Geneva,1061,Other,,105.0,9559,0.010984412595459776
2000,Alabama,AL,Greene,1063,Al Gore,democrat,3504.0,4396,0.7970882620564149
2000,Alabama,AL,Greene,1063,George W. Bush,republican,850.0,4396,0.19335759781619655
2000,Alabama,AL,Greene,1063,Ralph Nader,green,24.0,4396,0.00545950864422202
2000,Alabama,AL,Greene,1063,Other,,18.0,4396,0.004094631483166515
2000,Alabama,AL,Hale,1065,Al Gore,democrat,4652.0,7731,0.6017332815935843
2000,Alabama,AL,Hale,1065,George W. Bush,republican,2984.0,7731,0.3859785280041392
2000,Alabama,AL,Hale,1065,Ralph Nader,green,43.0,7731,0.005562023024188333
2000,Alabama,AL,Hale,1065,Other,,52.0,7731,0.006726167378088216
2000,Alabama,AL,Henry,1067,Al Gore,democrat,2782.0,6932,0.4013271783035199
2000,Alabama,AL,Henry,1067,George W. Bush,republican,4054.0,6932,0.5848240046162724
2000,Alabama,AL,Henry,1067,Ralph Nader,green,48.0,6932,0.006924408540103866
2000,Alabama,AL,Henry,1067,Other,,48.0,6932,0.006924408540103866
2000,Alabama,AL,Houston,1069,Al Gore,democrat,9412.0,32057,0.29360202139938235
2000,Alabama,AL,Houston,1069,George W. Bush,republican,22150.0,32057,0.6909567333187759
2000,Alabama,AL,Houston,1069,Ralph Nader,green,257.0,32057,0.00801696977259257
2000,Alabama,AL,Houston,1069,Other,,238.0,32057,0.00742427550924915
2000,Alabama,AL,Jackson,1071,Al Gore,democrat,9066.0,17906,0.506310733832235
2000,Alabama,AL,Jackson,1071,George W. Bush,republican,8475.0,17906,0.47330503741762536
2000,Alabama,AL,Jackson,1071,Ralph Nader,green,184.0,17906,0.010275885178152575
2000,Alabama,AL,Jackson,1071,Other,,181.0,17906,0.010108343571987043
2000,Alabama,AL,Jefferson,1073,Al Gore,democrat,129889.0,273763,0.4744578339658756
2000,Alabama,AL,Jefferson,1073,George W. Bush,republican,138491.0,273763,0.5058791728611974
2000,Alabama,AL,Jefferson,1073,Ralph Nader,green,3393.0,273763,0.012393931977659508
2000,Alabama,AL,Jefferson,1073,Other,,1990.0,273763,0.00726906119526744
2000,Alabama,AL,Lamar,1075,Al Gore,democrat,2653.0,7249,0.3659815146916816
2000,Alabama,AL,Lamar,1075,George W. Bush,republican,4470.0,7249,0.6166367774865499
2000,Alabama,AL,Lamar,1075,Ralph Nader,green,57.0,7249,0.007863153538419092
2000,Alabama,AL,Lamar,1075,Other,,69.0,7249,0.009518554283349428
2000,Alabama,AL,Lauderdale,1077,Al Gore,democrat,13875.0,32137,0.4317453402620033
2000,Alabama,AL,Lauderdale,1077,George W. Bush,republican,17478.0,32137,0.5438591032143635
2000,Alabama,AL,Lauderdale,1077,Ralph Nader,green,354.0,32137,0.011015340573171111
2000,Alabama,AL,Lauderdale,1077,Other,,430.0,32137,0.013380215950462085
2000,Alabama,AL,Lawrence,1079,Al Gore,democrat,6296.0,12185,0.5167008617152237
2000,Alabama,AL,Lawrence,1079,George W. Bush,republican,5671.0,12185,0.4654082888797702
2000,Alabama,AL,Lawrence,1079,Ralph Nader,green,63.0,12185,0.005170291341813705
2000,Alabama,AL,Lawrence,1079,Other,,155.0,12185,0.01272055806319245
2000,Alabama,AL,Lee,1081,Al Gore,democrat,14574.0,38264,0.38088020071085094
2000,Alabama,AL,Lee,1081,George W. Bush,republican,22433.0,38264,0.5862690779845285
2000,Alabama,AL,Lee,1081,Ralph Nader,green,895.0,38264,0.023390131716495923
2000,Alabama,AL,Lee,1081,Other,,362.0,38264,0.009460589588124608
2000,Alabama,AL,Limestone,1083,Al Gore,democrat,8992.0,23634,0.3804688161123805
2000,Alabama,AL,Limestone,1083,George W. Bush,republican,14204.0,23634,0.600998561394601
2000,Alabama,AL,Limestone,1083,Ralph Nader,green,193.0,23634,0.008166201235508166
2000,Alabama,AL,Limestone,1083,Other,,245.0,23634,0.010366421257510366
2000,Alabama,AL,Lowndes,1085,Al Gore,democrat,4557.0,6243,0.7299375300336377
2000,Alabama,AL,Lowndes,1085,George W. Bush,republican,1638.0,6243,0.2623738587217684
2000,Alabama,AL,Lowndes,1085,Ralph Nader,green,18.0,6243,0.0028832292167227293
2000,Alabama,AL,Lowndes,1085,Other,,30.0,6243,0.004805382027871216
2000,Alabama,AL,Macon,1087,Al Gore,democrat,7665.0,8831,0.8679651228626429
2000,Alabama,AL,Macon,1087,George W. Bush,republican,1091.0,8831,0.12354206771600046
2000,Alabama,AL,Macon,1087,Ralph Nader,green,31.0,8831,0.003510361227494055
2000,Alabama,AL,Macon,1087,Other,,44.0,8831,0.00498244819386253
2000,Alabama,AL,Madison,1089,Al Gore,democrat,48199.0,113318,0.42534284050195026
2000,Alabama,AL,Madison,1089,George W. Bush,republican,62151.0,113318,0.5484653806103179
2000,Alabama,AL,Madison,1089,Ralph Nader,green,1885.0,113318,0.016634603505180114
2000,Alabama,AL,Madison,1089,Other,,1083.0,113318,0.009557175382551757
2000,Alabama,AL,Marengo,1091,Al Gore,democrat,4841.0,9608,0.5038509575353872
2000,Alabama,AL,Marengo,1091,George W. Bush,republican,4690.0,9608,0.48813488759367196
2000,Alabama,AL,Marengo,1091,Ralph Nader,green,40.0,9608,0.004163197335553705
2000,Alabama,AL,Marengo,1091,Other,,37.0,9608,0.003850957535387177
2000,Alabama,AL,Marion,1093,Al Gore,democrat,4600.0,11756,0.39128955427015993
2000,Alabama,AL,Marion,1093,George W. Bush,republican,6910.0,11756,0.5877849608710446
2000,Alabama,AL,Marion,1093,Ralph Nader,green,125.0,11756,0.010632868322558693
2000,Alabama,AL,Marion,1093,Other,,121.0,11756,0.010292616536236815
2000,Alabama,AL,Marshall,1095,Al Gore,democrat,10381.0,27989,0.3708957090285469
2000,Alabama,AL,Marshall,1095,George W. Bush,republican,17084.0,27989,0.6103826503269142
2000,Alabama,AL,Marshall,1095,Ralph Nader,green,256.0,27989,0.009146450391225124
2000,Alabama,AL,Marshall,1095,Other,,268.0,27989,0.009575190253313801
2000,Alabama,AL,Mobile,1097,Al Gore,democrat,58640.0,139745,0.4196214533614798
2000,Alabama,AL,Mobile,1097,George W. Bush,republican,78162.0,139745,0.5593187591684855
2000,Alabama,AL,Mobile,1097,Ralph Nader,green,1585.0,139745,0.011342087373430176
2000,Alabama,AL,Mobile,1097,Other,,1358.0,139745,0.00971770009660453
2000,Alabama,AL,Monroe,1099,Al Gore,democrat,3741.0,8951,0.41794212937102
2000,Alabama,AL,Monroe,1099,George W. Bush,republican,5153.0,8951,0.5756898670539604
2000,Alabama,AL,Monroe,1099,Ralph Nader,green,25.0,8951,0.002792984024131382
2000,Alabama,AL,Monroe,1099,Other,,32.0,8951,0.003575019550888169
2000,Alabama,AL,Montgomery,1101,Al Gore,democrat,40371.0,80328,0.5025769345682701
2000,Alabama,AL,Montgomery,1101,George W. Bush,republican,38827.0,80328,0.4833557414600139
2000,Alabama,AL,Montgomery,1101,Ralph Nader,green,677.0,80328,0.008427945423762573
2000,Alabama,AL,Montgomery,1101,Other,,453.0,80328,0.0056393785479533914
2000,Alabama,AL,Morgan,1103,Al Gore,democrat,16060.0,42681,0.37627984349007754
2000,Alabama,AL,Morgan,1103,George W. Bush,republican,25774.0,42681,0.6038752606546238
2000,Alabama,AL,Morgan,1103,Ralph Nader,green,450.0,42681,0.010543333099037043
2000,Alabama,AL,Morgan,1103,Other,,397.0,42681,0.009301562756261568
2000,Alabama,AL,Perry,1105,Al Gore,democrat,4020.0,5787,0.6946604458268533
2000,Alabama,AL,Perry,1105,George W. Bush,republican,1732.0,5787,0.299291515465699
2000,Alabama,AL,Perry,1105,Ralph Nader,green,18.0,5787,0.003110419906687403
2000,Alabama,AL,Perry,1105,Other,,17.0,5787,0.0029376188007603247
2000,Alabama,AL,Pickens,1107,Al Gore,democrat,4143.0,8540,0.4851288056206089
2000,Alabama,AL,Pickens,1107,George W. Bush,republican,4306.0,8540,0.5042154566744731
2000,Alabama,AL,Pickens,1107,Ralph Nader,green,39.0,8540,0.004566744730679157
2000,Alabama,AL,Pickens,1107,Other,,52.0,8540,0.006088992974238876
2000,Alabama,AL,Pike,1109,Al Gore,democrat,4357.0,10544,0.4132207890743551
2000,Alabama,AL,Pike,1109,George W. Bush,republican,6058.0,10544,0.5745447647951442
2000,Alabama,AL,Pike,1109,Ralph Nader,green,75.0,10544,0.007113050075872534
2000,Alabama,AL,Pike,1109,Other,,54.0,10544,0.005121396054628225
2000,Alabama,AL,Randolph,1111,Al Gore,democrat,3094.0,7919,0.3907058972092436
2000,Alabama,AL,Randolph,1111,George W. Bush,republican,4666.0,7919,0.5892158100770299
2000,Alabama,AL,Randolph,1111,Ralph Nader,green,60.0,7919,0.007576714231594899
2000,Alabama,AL,Randolph,1111,Other,,99.0,7919,0.012501578482131582
2000,Alabama,AL,Russell,1113,Al Gore,democrat,8396.0,14775,0.5682571912013537
2000,Alabama,AL,Russell,1113,George W. Bush,republican,6198.0,14775,0.41949238578680204
2000,Alabama,AL,Russell,1113,Ralph Nader,green,109.0,14775,0.007377326565143824
2000,Alabama,AL,Russell,1113,Other,,72.0,14775,0.004873096446700508
2000,Alabama,AL,St. Clair,1115,Al Gore,democrat,6485.0,24090,0.2691988376919884
2000,Alabama,AL,St. Clair,1115,George W. Bush,republican,17117.0,24090,0.7105437941054379
2000,Alabama,AL,St. Clair,1115,Ralph Nader,green,221.0,24090,0.00917393109173931
2000,Alabama,AL,St. Clair,1115,Other,,267.0,24090,0.011083437110834371
2000,Alabama,AL,Shelby,1117,Al Gore,democrat,13183.0,62128,0.2121909605974762
2000,Alabama,AL,Shelby,1117,George W. Bush,republican,47651.0,62128,0.7669810713365954
2000,Alabama,AL,Shelby,1117,Ralph Nader,green,812.0,62128,0.013069791398403297
2000,Alabama,AL,Shelby,1117,Other,,482.0,62128,0.007758176667525109
2000,Alabama,AL,Sumter,1119,Al Gore,democrat,4415.0,6088,0.7251971090670171
2000,Alabama,AL,Sumter,1119,George W. Bush,republican,1629.0,6088,0.26757555847568987
2000,Alabama,AL,Sumter,1119,Ralph Nader,green,20.0,6088,0.0032851511169513796
2000,Alabama,AL,Sumter,1119,Other,,24.0,6088,0.003942181340341655
2000,Alabama,AL,Talladega,1121,Al Gore,democrat,11264.0,25451,0.4425759302188519
2000,Alabama,AL,Talladega,1121,George W. Bush,republican,13807.0,25451,0.5424934187261797
2000,Alabama,AL,Talladega,1121,Ralph Nader,green,184.0,25451,0.007229578405563632
2000,Alabama,AL,Talladega,1121,Other,,196.0,25451,0.007701072649404738
2000,Alabama,AL,Tallapoosa,1123,Al Gore,democrat,6183.0,16253,0.3804220759244447
2000,Alabama,AL,Tallapoosa,1123,George W. Bush,republican,9805.0,16253,0.6032732418630407
2000,Alabama,AL,Tallapoosa,1123,Ralph Nader,green,153.0,16253,0.009413646711376362
2000,Alabama,AL,Tallapoosa,1123,Other,,112.0,16253,0.006891035501138252
2000,Alabama,AL,Tuscaloosa,1125,Al Gore,democrat,24614.0,60114,0.40945536813387895
2000,Alabama,AL,Tuscaloosa,1125,George W. Bush,republican,34003.0,60114,0.5656419469674285
2000,Alabama,AL,Tuscaloosa,1125,Ralph Nader,green,1007.0,60114,0.016751505472934757
2000,Alabama,AL,Tuscaloosa,1125,Other,,490.0,60114,0.008151179425757727
2000,Alabama,AL,Walker,1127,Al Gore,democrat,11621.0,25641,0.4532194532194532
2000,Alabama,AL,Walker,1127,George W. Bush,republican,13486.0,25641,0.525954525954526
2000,Alabama,AL,Walker,1127,Ralph Nader,green,264.0,25641,0.010296010296010296
2000,Alabama,AL,Walker,1127,Other,,270.0,25641,0.01053001053001053
2000,Alabama,AL,Washington,1129,Al Gore,democrat,3386.0,7596,0.4457609268035808
2000,Alabama,AL,Washington,1129,George W. Bush,republican,4117.0,7596,0.5419957872564508
2000,Alabama,AL,Washington,1129,Ralph Nader,green,26.0,7596,0.0034228541337546076
2000,Alabama,AL,Washington,1129,Other,,67.0,7596,0.008820431806213797
2000,Alabama,AL,Wilcox,1131,Al Gore,democrat,3444.0,5126,0.6718689036285603
2000,Alabama,AL,Wilcox,1131,George W. Bush,republican,1661.0,5126,0.3240343347639485
2000,Alabama,AL,Wilcox,1131,Ralph Nader,green,6.0,5126,0.0011705033164260631
2000,Alabama,AL,Wilcox,1131,Other,,15.0,5126,0.002926258291065158
2000,Alabama,AL,Winston,1133,Al Gore,democrat,2692.0,9318,0.28890319811118265
2000,Alabama,AL,Winston,1133,George W. Bush,republican,6413.0,9318,0.6882378192745224
2000,Alabama,AL,Winston,1133,Ralph Nader,green,88.0,9318,0.0094440867138871
2000,Alabama,AL,Winston,1133,Other,,125.0,9318,0.013414895900407812
2000,Arizona,AZ,Apache,4001,Al Gore,democrat,13025.0,19456,0.6694592927631579
2000,Arizona,AZ,Apache,4001,George W. Bush,republican,5947.0,19456,0.3056640625
2000,Arizona,AZ,Apache,4001,Ralph Nader,green,245.0,19456,0.012592516447368422
2000,Arizona,AZ,Apache,4001,Other,,239.0,19456,0.012284128289473685
2000,Arizona,AZ,Cochise,4003,Al Gore,democrat,13360.0,33241,0.40191329984055835
2000,Arizona,AZ,Cochise,4003,George W. Bush,republican,18180.0,33241,0.5469149544237538
2000,Arizona,AZ,Cochise,4003,Ralph Nader,green,1113.0,33241,0.03348274720977107
2000,Arizona,AZ,Cochise,4003,Other,,588.0,33241,0.01768899852591679
2000,Arizona,AZ,Coconino,4005,Al Gore,democrat,20280.0,40883,0.4960497028104591
2000,Arizona,AZ,Coconino,4005,George W. Bush,republican,17562.0,40883,0.4295673018124893
2000,Arizona,AZ,Coconino,4005,Ralph Nader,green,2478.0,40883,0.06061199031382237
2000,Arizona,AZ,Coconino,4005,Other,,563.0,40883,0.013771005063229215
2000,Arizona,AZ,Gila,4007,Al Gore,democrat,7700.0,17736,0.4341452413170952
2000,Arizona,AZ,Gila,4007,George W. Bush,republican,9158.0,17736,0.5163509246729815
2000,Arizona,AZ,Gila,4007,Ralph Nader,green,497.0,17736,0.02802210193955796
2000,Arizona,AZ,Gila,4007,Other,,381.0,17736,0.02148173207036536
2000,Arizona,AZ,Graham,4009,Al Gore,democrat,3355.0,9664,0.34716473509933776
2000,Arizona,AZ,Graham,4009,George W. Bush,republican,6007.0,9664,0.6215852649006622
2000,Arizona,AZ,Graham,4009,Ralph Nader,green,144.0,9664,0.014900662251655629
2000,Arizona,AZ,Graham,4009,Other,,158.0,9664,0.01634933774834437
2000,Arizona,AZ,Greenlee,4011,Al Gore,democrat,1216.0,2960,0.41081081081081083
2000,Arizona,AZ,Greenlee,4011,George W. Bush,republican,1619.0,2960,0.5469594594594595
2000,Arizona,AZ,Greenlee,4011,Ralph Nader,green,68.0,2960,0.022972972972972974
2000,Arizona,AZ,Greenlee,4011,Other,,57.0,2960,0.019256756756756758
2000,Arizona,AZ,La Paz,4012,Al Gore,democrat,1769.0,4483,0.3946018291322775
2000,Arizona,AZ,La Paz,4012,George W. Bush,republican,2543.0,4483,0.567254070934642
2000,Arizona,AZ,La Paz,4012,Ralph Nader,green,91.0,4483,0.020298906981931743
2000,Arizona,AZ,La Paz,4012,Other,,80.0,4483,0.017845192951148784
2000,Arizona,AZ,Maricopa,4013,Al Gore,democrat,386683.0,901699,0.42883822650352277
2000,Arizona,AZ,Maricopa,4013,George W. Bush,republican,479967.0,901699,0.5322918180013508
2000,Arizona,AZ,Maricopa,4013,Ralph Nader,green,22465.0,901699,0.024914078866672802
2000,Arizona,AZ,Maricopa,4013,Other,,12584.0,901699,0.01395587662845362
2000,Arizona,AZ,Mohave,4015,Al Gore,democrat,17470.0,44141,0.39577716861874446
2000,Arizona,AZ,Mohave,4015,George W. Bush,republican,24386.0,44141,0.5524568994812079
2000,Arizona,AZ,Mohave,4015,Ralph Nader,green,1323.0,44141,0.029972134750005663
2000,Arizona,AZ,Mohave,4015,Other,,962.0,44141,0.02179379715004191
2000,Arizona,AZ,Navajo,4017,Al Gore,democrat,11794.0,25147,0.4690022666719688
2000,Arizona,AZ,Navajo,4017,George W. Bush,republican,12386.0,25147,0.49254384220781805
2000,Arizona,AZ,Navajo,4017,Ralph Nader,green,517.0,25147,0.020559112418976417
2000,Arizona,AZ,Navajo,4017,Other,,450.0,25147,0.01789477870123673
2000,Arizona,AZ,Pima,4019,Al Gore,democrat,147688.0,287640,0.5134473647615074
2000,Arizona,AZ,Pima,4019,George W. Bush,republican,124579.0,287640,0.4331073564177444
2000,Arizona,AZ,Pima,4019,Ralph Nader,green,12355.0,287640,0.0429529968015575
2000,Arizona,AZ,Pima,4019,Other,,3018.0,287640,0.010492282019190655
2000,Arizona,AZ,Pinal,4021,Al Gore,democrat,19650.0,41290,0.47590215548558973
2000,Arizona,AZ,Pinal,4021,George W. Bush,republican,20122.0,41290,0.4873334947929281
